Mod:Item:MetaData, Localized Name
fairylights:light:5, Purple Fairy Light
fairylights:light:6, Cyan Fairy Light
fairylights:light:7, Light Gray Fairy Light
fairylights:light:8, Gray Fairy Light
fairylights:light:9, Pink Fairy Light
fairylights:light:10, Lime Fairy Light
fairylights:light:11, Yellow Fairy Light
fairylights:light:12, Light Blue Fairy Light
fairylights:light:13, Magenta Fairy Light
fairylights:light:14, Orange Fairy Light
fairylights:light:15, White Fairy Light
fairylights:light:16, Black Paper Lantern
fairylights:light:17, Red Paper Lantern
fairylights:light:18, Green Paper Lantern
fairylights:light:19, Brown Paper Lantern
fairylights:light:20, Blue Paper Lantern
fairylights:light:21, Purple Paper Lantern
fairylights:light:22, Cyan Paper Lantern
fairylights:light:23, Light Gray Paper Lantern
fairylights:light:24, Gray Paper Lantern
fairylights:light:25, Pink Paper Lantern
fairylights:light:26, Lime Paper Lantern
fairylights:light:27, Yellow Paper Lantern
fairylights:light:28, Light Blue Paper Lantern
fairylights:light:29, Magenta Paper Lantern
fairylights:light:30, Orange Paper Lantern
fairylights:light:31, White Paper Lantern
fairylights:light:32, Black Orb Lantern
fairylights:light:33, Red Orb Lantern
fairylights:light:34, Green Orb Lantern
fairylights:light:35, Brown Orb Lantern
fairylights:light:36, Blue Orb Lantern
fairylights:light:37, Purple Orb Lantern
fairylights:light:38, Cyan Orb Lantern
fairylights:light:39, Light Gray Orb Lantern
fairylights:light:40, Gray Orb Lantern
fairylights:light:41, Pink Orb Lantern
fairylights:light:42, Lime Orb Lantern
fairylights:light:43, Yellow Orb Lantern
fairylights:light:44, Light Blue Orb Lantern
fairylights:light:45, Magenta Orb Lantern
fairylights:light:46, Orange Orb Lantern
fairylights:light:47, White Orb Lantern
fairylights:light:48, Black Flower Light
fairylights:light:49, Red Flower Light
fairylights:light:50, Green Flower Light
fairylights:light:51, Brown Flower Light
fairylights:light:52, Blue Flower Light
fairylights:light:53, Purple Flower Light
fairylights:light:54, Cyan Flower Light
fairylights:light:55, Light Gray Flower Light
fairylights:light:56, Gray Flower Light
fairylights:light:57, Pink Flower Light
fairylights:light:58, Lime Flower Light
fairylights:light:59, Yellow Flower Light
fairylights:light:60, Light Blue Flower Light
fairylights:light:61, Magenta Flower Light
fairylights:light:62, Orange Flower Light
fairylights:light:63, White Flower Light
fairylights:light:64, Black Ornate Lantern
fairylights:light:65, Red Ornate Lantern
fairylights:light:66, Green Ornate Lantern
fairylights:light:67, Brown Ornate Lantern
fairylights:light:68, Blue Ornate Lantern
fairylights:light:69, Purple Ornate Lantern
fairylights:light:70, Cyan Ornate Lantern
fairylights:light:71, Light Gray Ornate Lantern
fairylights:light:72, Gray Ornate Lantern
fairylights:light:73, Pink Ornate Lantern
fairylights:light:74, Lime Ornate Lantern
fairylights:light:75, Yellow Ornate Lantern
fairylights:light:76, Light Blue Ornate Lantern
fairylights:light:77, Magenta Ornate Lantern
fairylights:light:78, Orange Ornate Lantern
fairylights:light:79, White Ornate Lantern
fairylights:light:80, Black Oil Lantern
fairylights:light:81, Red Oil Lantern
fairylights:light:82, Green Oil Lantern
fairylights:light:83, Brown Oil Lantern
fairylights:light:84, Blue Oil Lantern
fairylights:light:85, Purple Oil Lantern
fairylights:light:86, Cyan Oil Lantern
fairylights:light:87, Light Gray Oil Lantern
fairylights:light:88, Gray Oil Lantern
fairylights:light:89, Pink Oil Lantern
fairylights:light:90, Lime Oil Lantern
fairylights:light:91, Yellow Oil Lantern
fairylights:light:92, Light Blue Oil Lantern
fairylights:light:93, Magenta Oil Lantern
fairylights:light:94, Orange Oil Lantern
fairylights:light:95, White Oil Lantern
fairylights:light:112, Black Jack o'Lantern
fairylights:light:113, Red Jack o'Lantern
fairylights:light:114, Green Jack o'Lantern
fairylights:light:115, Brown Jack o'Lantern
fairylights:light:116, Blue Jack o'Lantern
fairylights:light:117, Purple Jack o'Lantern
fairylights:light:118, Cyan Jack o'Lantern
fairylights:light:119, Light Gray Jack o'Lantern
fairylights:light:120, Gray Jack o'Lantern
fairylights:light:121, Pink Jack o'Lantern
fairylights:light:122, Lime Jack o'Lantern
fairylights:light:123, Yellow Jack o'Lantern
fairylights:light:124, Light Blue Jack o'Lantern
fairylights:light:125, Magenta Jack o'Lantern
fairylights:light:126, Orange Jack o'Lantern
fairylights:light:127, White Jack o'Lantern
fairylights:light:128, Black Skull Light
fairylights:light:129, Red Skull Light
fairylights:light:130, Green Skull Light
fairylights:light:131, Brown Skull Light
fairylights:light:132, Blue Skull Light
fairylights:light:133, Purple Skull Light
fairylights:light:134, Cyan Skull Light
fairylights:light:135, Light Gray Skull Light
fairylights:light:136, Gray Skull Light
fairylights:light:137, Pink Skull Light
fairylights:light:138, Lime Skull Light
fairylights:light:139, Yellow Skull Light
fairylights:light:140, Light Blue Skull Light
fairylights:light:141, Magenta Skull Light
fairylights:light:142, Orange Skull Light
fairylights:light:143, White Skull Light
fairylights:light:144, Black Ghost Light
fairylights:light:145, Red Ghost Light
fairylights:light:146, Green Ghost Light
fairylights:light:147, Brown Ghost Light
fairylights:light:148, Blue Ghost Light
fairylights:light:149, Purple Ghost Light
fairylights:light:150, Cyan Ghost Light
fairylights:light:151, Light Gray Ghost Light
fairylights:light:152, Gray Ghost Light
fairylights:light:153, Pink Ghost Light
fairylights:light:154, Lime Ghost Light
fairylights:light:155, Yellow Ghost Light
fairylights:light:156, Light Blue Ghost Light
fairylights:light:157, Magenta Ghost Light
fairylights:light:158, Orange Ghost Light
fairylights:light:159, White Ghost Light
fairylights:light:160, Black Spider Light
fairylights:light:161, Red Spider Light
fairylights:light:162, Green Spider Light
fairylights:light:163, Brown Spider Light
fairylights:light:164, Blue Spider Light
fairylights:light:165, Purple Spider Light
fairylights:light:166, Cyan Spider Light
fairylights:light:167, Light Gray Spider Light
fairylights:light:168, Gray Spider Light
fairylights:light:169, Pink Spider Light
fairylights:light:170, Lime Spider Light
fairylights:light:171, Yellow Spider Light
fairylights:light:172, Light Blue Spider Light
fairylights:light:173, Magenta Spider Light
fairylights:light:174, Orange Spider Light
fairylights:light:175, White Spider Light
fairylights:light:176, Black Witch Light
fairylights:light:177, Red Witch Light
fairylights:light:178, Green Witch Light
fairylights:light:179, Brown Witch Light
fairylights:light:180, Blue Witch Light
fairylights:light:181, Purple Witch Light
fairylights:light:182, Cyan Witch Light
fairylights:light:183, Light Gray Witch Light
fairylights:light:184, Gray Witch Light
fairylights:light:185, Pink Witch Light
fairylights:light:186, Lime Witch Light
fairylights:light:187, Yellow Witch Light
fairylights:light:188, Light Blue Witch Light
fairylights:light:189, Magenta Witch Light
fairylights:light:190, Orange Witch Light
fairylights:light:191, White Witch Light
fairylights:light:192, Black Snowflake Light
fairylights:light:193, Red Snowflake Light
fairylights:light:194, Green Snowflake Light
fairylights:light:195, Brown Snowflake Light
fairylights:light:196, Blue Snowflake Light
fairylights:light:197, Purple Snowflake Light
fairylights:light:198, Cyan Snowflake Light
fairylights:light:199, Light Gray Snowflake Light
fairylights:light:200, Gray Snowflake Light
fairylights:light:201, Pink Snowflake Light
fairylights:light:202, Lime Snowflake Light
fairylights:light:203, Yellow Snowflake Light
fairylights:light:204, Light Blue Snowflake Light
fairylights:light:205, Magenta Snowflake Light
fairylights:light:206, Orange Snowflake Light
fairylights:light:207, White Snowflake Light
fairylights:light:208, Black Icicle Lights
fairylights:light:209, Red Icicle Lights
fairylights:light:210, Green Icicle Lights
fairylights:light:211, Brown Icicle Lights
fairylights:light:212, Blue Icicle Lights
fairylights:light:213, Purple Icicle Lights
fairylights:light:214, Cyan Icicle Lights
fairylights:light:215, Light Gray Icicle Lights
fairylights:light:216, Gray Icicle Lights
fairylights:light:217, Pink Icicle Lights
fairylights:light:218, Lime Icicle Lights
fairylights:light:219, Yellow Icicle Lights
fairylights:light:220, Light Blue Icicle Lights
fairylights:light:221, Magenta Icicle Lights
fairylights:light:222, Orange Icicle Lights
fairylights:light:223, White Icicle Lights
fairylights:light:224, Black Meteor Light
fairylights:light:225, Red Meteor Light
fairylights:light:226, Green Meteor Light
fairylights:light:227, Brown Meteor Light
fairylights:light:228, Blue Meteor Light
fairylights:light:229, Purple Meteor Light
fairylights:light:230, Cyan Meteor Light
fairylights:light:231, Light Gray Meteor Light
fairylights:light:232, Gray Meteor Light
fairylights:light:233, Pink Meteor Light
fairylights:light:234, Lime Meteor Light
fairylights:light:235, Yellow Meteor Light
fairylights:light:236, Light Blue Meteor Light
fairylights:light:237, Magenta Meteor Light
fairylights:light:238, Orange Meteor Light
fairylights:light:239, White Meteor Light
fairylights:hanging_lights, Hanging Lights
fairylights:garland, Vine Garland
fairylights:tinsel:0, Black Tinsel Garland
fairylights:tinsel:0, Red Tinsel Garland
fairylights:tinsel:0, Green Tinsel Garland
fairylights:tinsel:0, Brown Tinsel Garland
fairylights:tinsel:0, Blue Tinsel Garland
fairylights:tinsel:0, Purple Tinsel Garland
fairylights:tinsel:0, Cyan Tinsel Garland
fairylights:tinsel:0, Light Gray Tinsel Garland
fairylights:tinsel:0, Gray Tinsel Garland
fairylights:tinsel:0, Pink Tinsel Garland
fairylights:tinsel:0, Lime Tinsel Garland
fairylights:tinsel:0, Yellow Tinsel Garland
fairylights:tinsel:0, Light Blue Tinsel Garland
fairylights:tinsel:0, Magenta Tinsel Garland
fairylights:tinsel:0, Orange Tinsel Garland
fairylights:tinsel:0, White Tinsel Garland
fairylights:pennant_bunting, Pennant Bunting
fairylights:letter_bunting, Letter Bunting
fairylights:pennant:0, Black Pennant
fairylights:pennant:1, Red Pennant
fairylights:pennant:2, Green Pennant
fairylights:pennant:3, Brown Pennant
fairylights:pennant:4, Blue Pennant
fairylights:pennant:5, Purple Pennant
fairylights:pennant:6, Cyan Pennant
fairylights:pennant:7, Light Gray Pennant
fairylights:pennant:8, Gray Pennant
fairylights:pennant:9, Pink Pennant
fairylights:pennant:10, Lime Pennant
fairylights:pennant:11, Yellow Pennant
fairylights:pennant:12, Light Blue Pennant
fairylights:pennant:13, Magenta Pennant
fairylights:pennant:14, Orange Pennant
fairylights:pennant:15, White Pennant
fairylights:ladder, Stepladder
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
cfm:table_oak, Oak Table
cfm:table_spruce, Spruce Table
cfm:table_birch, Birch Table
cfm:table_jungle, Jungle Table
cfm:table_acacia, Acacia Table
cfm:table_dark_oak, Dark Oak Table
cfm:table_stone, Stone Table
cfm:table_granite, Granite Table
cfm:table_diorite, Diorite Table
cfm:table_andesite, Andesite Table
cfm:chair_oak, Oak Chair
cfm:chair_spruce, Spruce Chair
cfm:chair_birch, Birch Chair
cfm:chair_jungle, Jungle Chair
cfm:chair_acacia, Acacia Chair
cfm:chair_dark_oak, Dark Oak Chair
cfm:chair_stone, Stone Chair
cfm:chair_granite, Granite Chair
cfm:chair_diorite, Diorite Chair
cfm:chair_andesite, Andesite Chair
cfm:freezer, Fridge
cfm:cabinet_oak, Oak Cabinet
cfm:cabinet_spruce, Spruce Cabinet
cfm:cabinet_birch, Birch Cabinet
cfm:cabinet_jungle, Jungle Cabinet
cfm:cabinet_acacia, Acacia Cabinet
cfm:cabinet_dark_oak, Dark Oak Cabinet
cfm:cabinet_stone, Stone Cabinet
cfm:cabinet_granite, Granite Cabinet
cfm:cabinet_diorite, Diorite Cabinet
cfm:cabinet_andesite, Andesite Cabinet
cfm:couch:0, White Couch
cfm:couch:1, Orange Couch
cfm:couch:2, Magenta Couch
cfm:couch:3, Light Blue Couch
cfm:couch:4, Yellow Couch
cfm:couch:5, Lime Couch
cfm:couch:6, Pink Couch
cfm:couch:7, Gray Couch
cfm:couch:8, Light Gray Couch
cfm:couch:9, Cyan Couch
cfm:couch:10, Purple Couch
cfm:couch:11, Blue Couch
cfm:couch:12, Brown Couch
cfm:couch:13, Green Couch
cfm:couch:14, Red Couch
cfm:couch:15, Black Couch
cfm:couch_jeb, Rave Couch
cfm:lamp_off:0, White Lamp
cfm:lamp_off:1, Orange Lamp
cfm:lamp_off:2, Magenta Lamp
cfm:lamp_off:3, Light Blue Lamp
cfm:lamp_off:4, Yellow Lamp
cfm:lamp_off:5, Lime Lamp
cfm:lamp_off:6, Pink Lamp
cfm:lamp_off:7, Gray Lamp
cfm:lamp_off:8, Light Gray Lamp
cfm:lamp_off:9, Cyan Lamp
cfm:lamp_off:10, Purple Lamp
cfm:lamp_off:11, Blue Lamp
cfm:lamp_off:12, Brown Lamp
cfm:lamp_off:13, Green Lamp
cfm:lamp_off:14, Red Lamp
cfm:lamp_off:15, Black Lamp
cfm:blinds_open, Oak Blinds
cfm:blinds_spruce_open, Spruce Blinds
cfm:blinds_birch_open, Birch Blinds
cfm:blinds_jungle_open, Jungle Blinds
cfm:blinds_acacia_open, Acacia Blinds
cfm:blinds_dark_oak_open, Dark Oak Blinds
cfm:curtains_open:0, White Curtains
cfm:curtains_open:1, Orange Curtains
cfm:curtains_open:2, Magenta Curtains
cfm:curtains_open:3, Light Blue Curtains
cfm:curtains_open:4, Yellow Curtains
cfm:curtains_open:5, Lime Curtains
cfm:curtains_open:6, Pink Curtains
cfm:curtains_open:7, Gray Curtains
cfm:curtains_open:8, Light Gray Curtains
cfm:curtains_open:9, Cyan Curtains
cfm:curtains_open:10, Purple Curtains
cfm:curtains_open:11, Blue Curtains
cfm:curtains_open:12, Brown Curtains
cfm:curtains_open:13, Green Curtains
cfm:curtains_open:14, Red Curtains
cfm:curtains_open:15, Black Curtains
cfm:bedside_cabinet_oak, Oak Bedside Cabinet
cfm:bedside_cabinet_spruce, Spruce Bedside Cabinet
cfm:bedside_cabinet_birch, Birch Bedside Cabinet
cfm:bedside_cabinet_jungle, Jungle Bedside Cabinet
cfm:bedside_cabinet_acacia, Acacia Bedside Cabinet
cfm:bedside_cabinet_dark_oak, Dark Oak Bedside Cabinet
cfm:bedside_cabinet_stone, Stone Bedside Cabinet
cfm:bedside_cabinet_granite, Granite Bedside Cabinet
cfm:bedside_cabinet_diorite, Diorite Bedside Cabinet
cfm:bedside_cabinet_andesite, Andesite Bedside Cabinet
cfm:oven, Oven
cfm:range_hood, Oven Rangehood
cfm:hedge_oak, Oak Hedge
cfm:hedge_spruce, Spruce Hedge
cfm:hedge_birch, Birch Hedge
cfm:hedge_jungle, Jungle Hedge
cfm:hedge_acacia, Acacia Hedge
cfm:hedge_dark_oak, Dark Oak Hedge
cfm:bird_bath, Bird Bath
cfm:stone_path, Stone Path
cfm:white_fence, White Fence
cfm:white_gate, White Gate
cfm:tap, Tap
cfm:mail_box, Oak Mail Box
cfm:mail_box_spruce, Spruce Mail Box
cfm:mail_box_birch, Birch Mail Box
cfm:mail_box_jungle, Jungle Mail Box
cfm:mail_box_acacia, Acacia Mail Box
cfm:mail_box_dark_oak, Dark Oak Mail Box
cfm:tv, Old TV
cfm:computer, Computer
cfm:printer, Printer
cfm:electric_fence, Electric Fence
cfm:door_bell, Oak Door Bell
cfm:door_bell_spruce, Spruce Door Bell
cfm:door_bell_birch, Birch Door Bell
cfm:door_bell_jungle, Jungle Door Bell
cfm:door_bell_acacia, Acacia Door Bell
cfm:door_bell_dark_oak, Dark Oak Door Bell
cfm:fire_alarm_off, Fire Alarm
cfm:fire_alarm_on, Fire Alarm (On)
cfm:ceiling_light_off, Ceiling Light
cfm:stereo, Stereo
cfm:toilet, Toilet
cfm:basin, Basin
cfm:wall_cabinet, Wall Cabinet
cfm:bath_bottom, Bath
cfm:shower_bottom, Shower
cfm:shower_head_off, Shower Head
cfm:bin, Bin
cfm:present:0, White Present
cfm:present:1, Orange Present
cfm:present:2, Magenta Present
cfm:present:3, Light Blue Present
cfm:present:4, Yellow Present
cfm:present:5, Lime Present
cfm:present:6, Pink Present
cfm:present:7, Gray Present
cfm:present:8, Light Gray Present
cfm:present:9, Cyan Present
cfm:present:10, Purple Present
cfm:present:11, Blue Present
cfm:present:12, Brown Present
cfm:present:13, Green Present
cfm:present:14, Red Present
cfm:present:15, Black Present
cfm:tree_bottom, Tree Bottom
cfm:toaster, Toaster
cfm:microwave, Microwave
cfm:washing_machine, Washing Machine
cfm:cookie_jar, Cookie Jar
cfm:blender, Blender
cfm:plate, Plate
cfm:counter:0, White Kitchen Counter
cfm:counter:1, Orange Kitchen Counter
cfm:counter:2, Magenta Kitchen Counter
cfm:counter:3, Light Blue Kitchen Counter
cfm:counter:4, Yellow Kitchen Counter
cfm:counter:5, Lime Kitchen Counter
cfm:counter:6, Pink Kitchen Counter
cfm:counter:7, Gray Kitchen Counter
cfm:counter:8, Light Gray Kitchen Counter
cfm:counter:9, Cyan Kitchen Counter
cfm:counter:10, Purple Kitchen Counter
cfm:counter:11, Blue Kitchen Counter
cfm:counter:12, Brown Kitchen Counter
cfm:counter:13, Green Kitchen Counter
cfm:counter:14, Red Kitchen Counter
cfm:counter:15, Black Kitchen Counter
cfm:counter_sink:0, White Kitchen Counter (Sink)
cfm:counter_sink:1, Orange Kitchen Counter (Sink)
cfm:counter_sink:2, Magenta Kitchen Counter (Sink)
cfm:counter_sink:3, Light Blue Kitchen Counter (Sink)
cfm:counter_sink:4, Yellow Kitchen Counter (Sink)
cfm:counter_sink:5, Lime Kitchen Counter (Sink)
cfm:counter_sink:6, Pink Kitchen Counter (Sink)
cfm:counter_sink:7, Gray Kitchen Counter (Sink)
cfm:counter_sink:8, Light Gray Kitchen Counter (Sink)
cfm:counter_sink:9, Cyan Kitchen Counter (Sink)
cfm:counter_sink:10, Purple Kitchen Counter (Sink)
cfm:counter_sink:11, Blue Kitchen Counter (Sink)
cfm:counter_sink:12, Brown Kitchen Counter (Sink)
cfm:counter_sink:13, Green Kitchen Counter (Sink)
cfm:counter_sink:14, Red Kitchen Counter (Sink)
cfm:counter_sink:15, Black Kitchen Counter (Sink)
cfm:counter_drawer:0, White Kitchen Counter Drawer
cfm:counter_drawer:1, Orange Kitchen Counter Drawer
cfm:counter_drawer:2, Magenta Kitchen Counter Drawer
cfm:counter_drawer:3, Light Blue Kitchen Counter Drawer
cfm:counter_drawer:4, Yellow Kitchen Counter Drawer
cfm:counter_drawer:5, Lime Kitchen Counter Drawer
cfm:counter_drawer:6, Pink Kitchen Counter Drawer
cfm:counter_drawer:7, Gray Kitchen Counter Drawer
cfm:counter_drawer:8, Light Gray Kitchen Counter Drawer
cfm:counter_drawer:9, Cyan Kitchen Counter Drawer
cfm:counter_drawer:10, Purple Kitchen Counter Drawer
cfm:counter_drawer:11, Blue Kitchen Counter Drawer
cfm:counter_drawer:12, Brown Kitchen Counter Drawer
cfm:counter_drawer:13, Green Kitchen Counter Drawer
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
